INN,org_id,city,non_mat_assets_2024,fixed_assets_2024,rev_2024,cost_price_2024,tax_2024,percent_2024,profit_2024,non_mat_assets_2023,fixed_assets_2023,rev_2023,cost_price_2023,tax_2023,percent_2023,profit_2023,non_mat_assets_2022,fixed_assets_2022,rev_2022,cost_price_2022,tax_2022,percent_2022,profit_2022,non_mat_assets_2021,fixed_assets_2021,rev_2021,cost_price_2021,tax_2021,percent_2021,profit_2021,non_mat_assets_2020,fixed_assets_2020,rev_2020,cost_price_2020,tax_2020,percent_2020,profit_2020,non_mat_assets_2019,fixed_assets_2019,rev_2019,cost_price_2019,tax_2019,percent_2019,profit_2019
6670314067,9146244,Екатеринбург,,,,,,,-1698.0,,,,,,,-1507.0,,0.0,0.0,0.0,0.0,,0.0,,15592.0,21104.0,212851.0,-24.0,,-218185.0,,27504.0,920336.0,897567.0,-389.0,0.0,1361.0,,48991.0,1496130.0,1457594.0,-897.0,18822.0,2596.0
4209028936,5720235,Кемерово,,0.0,5056.0,0.0,-702.0,0.0,3976.0,,394.0,5477.0,1767.0,557.0,0.0,4267.0,,708.0,20803.0,21925.0,-21.0,0.0,86.0,,1319.0,280713.0,267463.0,-597.0,286.0,2389.0,,7979.0,142750.0,118512.0,-1069.0,0.0,4277.0,,5630.0,143136.0,123339.0,-2036.0,0.0,8146.0
1660147749,3336964,Казань,,11627.0,595473.0,463081.0,-6460.0,9500.0,16855.0,,11934.0,583807.0,517018.0,-6957.0,6882.0,26289.0,,17375.0,447382.0,351328.0,-6840.0,3674.0,3377.0,,22235.0,598375.0,514317.0,-8192.0,9166.0,23790.0,,21052.0,556891.0,399200.0,-22031.0,3708.0,73763.0,,22927.0,607282.0,566514.0,-2971.0,7701.0,10414.0
6167100035,5058869,Ростов-На-Дону,,127007.0,315294.0,104540.0,-23623.0,,124817.0,,41933.0,190683.0,95684.0,-8145.0,,32579.0,,63212.0,70081.0,46086.0,-17.0,0.0,70.0,,61736.0,84788.0,51571.0,-1305.0,216.0,5220.0,,24773.0,90480.0,70047.0,-307.0,706.0,1226.0,,24059.0,63061.0,34131.0,-481.0,1007.0,1924.0
1651067141,7434059,Нижнекамск,,101723.0,803015.0,543289.0,-27677.0,,125659.0,,83215.0,651988.0,463254.0,-28727.0,,110753.0,,92967.0,418293.0,335920.0,-12334.0,,43734.0,,65289.0,826293.0,644069.0,-31415.0,,121319.0,,56569.0,403779.0,295491.0,-15618.0,,61318.0,,47309.0,459972.0,317458.0,-24125.0,,90625.0
9715318800,10731243,Москва,,26896.0,218664.0,210900.0,1506.0,,6022.0,,22305.0,332326.0,318210.0,2797.0,,11187.0,,13440.0,282512.0,269399.0,2607.0,,10430.0,,16945.0,132843.0,129134.0,723.0,,2893.0,,14376.0,135002.0,132479.0,492.0,,1966.0,,16819.0,105959.0,104354.0,150.0,,1371.0
6722024065,2481204,Вязьма,,29265.0,83702.0,106336.0,1466.0,,-31843.0,,5270.0,91774.0,70719.0,876.0,,19923.0,,6265.0,76177.0,72730.0,688.0,,2498.0,,3680.0,44240.0,42281.0,472.0,,1204.0,,1564.0,41860.0,37980.0,376.0,,3395.0,,1086.0,36117.0,38500.0,384.0,,-3037.0
4347018869,1083706,Киров,,13819.0,191432.0,190173.0,513.0,,1809.0,,5838.0,193063.0,190608.0,414.0,,1641.0,,4964.0,101774.0,98415.0,595.0,323.0,1770.0,,6204.0,84871.0,80427.0,756.0,377.0,7293.0,,7364.0,85562.0,80390.0,882.0,,2960.0,,2949.0,77592.0,69840.0,1586.0,,5266.0
4345197644,6212988,Киров,,0.0,130773.0,51294.0,-4716.0,,63658.0,,93.0,88850.0,35069.0,-4569.0,,45486.0,,,91104.0,5959.0,,,39038.0,,,76935.0,457.0,,,36038.0,,,65514.0,0.0,,,29315.0,,,64839.0,1721.0,,,25912.0
4348037720,6430837,Киров,,5367.0,65518.0,61332.0,1825.0,,1800.0,,165.0,44028.0,41219.0,1529.0,,1136.0,,435.0,19582.0,22003.0,586.0,,-3252.0,,513.0,32867.0,32169.0,1033.0,,-496.0,,451.0,30080.0,35320.0,1055.0,,-5144.0,,331.0,42065.0,46979.0,1159.0,,-5087.0
7816481887,4428486,Санкт-Петербург,,0.0,328.0,4699.0,15.0,,-4244.0,,2.0,23069.0,6194.0,740.0,,16674.0,,85.0,73616.0,32418.0,2072.0,,37407.0,,363.0,62652.0,40623.0,1880.0,,19209.0,,871.0,62652.0,47335.0,1881.0,,12977.0,,1380.0,60587.0,47776.0,1833.0,,10917.0
5247046487,5544740,Выкса,0.0,8.0,12243.0,11654.0,0.0,0.0,589.0,,15.0,11288.0,10991.0,,,54.0,0.0,23.0,10440.0,10179.0,,,71.0,,31.0,9964.0,9517.0,,,63.0,,37.0,5916.0,6511.0,,,-1093.0,,43.0,6751.0,5609.0,,,908.0
534031679,2084630,Хасавюрт,,28997.0,398633.0,368702.0,-5986.0,,23945.0,,28997.0,468853.0,463003.0,-1170.0,,4680.0,,40969.0,125019.0,121591.0,-686.0,,2742.0,,904.0,120391.0,117869.0,-505.0,,2017.0,,1330.0,133347.0,130335.0,-602.0,,2410.0,,1506.0,51841.0,51273.0,-114.0,,454.0
5024182648,10535536,Красногорск,,21366.0,113330.0,99994.0,1172.0,15.0,13087.0,,11224.0,105266.0,100213.0,1141.0,16.0,4035.0,,13555.0,113009.0,104889.0,1034.0,2.0,7006.0,,1630.0,85389.0,83019.0,446.0,78.0,1780.0,,2065.0,65496.0,63853.0,299.0,71.0,1195.0,,2501.0,59801.0,58281.0,250.0,174.0,995.0
1658193064,9865039,Казань,,,65377.0,65807.0,938.0,485.0,-427.0,,,88466.0,84318.0,872.0,228.0,2839.0,,,88828.0,80876.0,870.0,,6836.0,,,76625.0,74595.0,739.0,,754.0,,,72346.0,67762.0,707.0,,3852.0,,,59146.0,55000.0,562.0,,3424.0
7720456209,10962414,Москва,,515.0,410845.0,326212.0,-6824.0,,27099.0,,1065.0,447305.0,372425.0,-5758.0,,21201.0,,182.0,475041.0,412123.0,-6081.0,,23926.0,,217.0,267431.0,215887.0,-3898.0,,14761.0,,295.0,391232.0,339612.0,-6515.0,,25181.0,,228.0,1317.0,84.0,82.0,,-333.0
7733101813,4252961,Москва,,15307.0,467094.0,428791.0,7928.0,,31636.0,,6882.0,256380.0,211606.0,8893.0,,35539.0,,8314.0,129841.0,123715.0,1155.0,,4248.0,,9778.0,82872.0,77783.0,901.0,,3603.0,,94.0,163756.0,144515.0,-3546.0,91.0,14182.0,,1967.0,76936.0,64362.0,-268.0,409.0,843.0
7709502490,6663302,Москва,,10403.0,484402.0,483884.0,13.0,392.0,52.0,,58700.0,28405.0,28228.0,1.0,6.0,1.0,,63483.0,65009.0,63454.0,23.0,104.0,93.0,,22045.0,48806.0,48583.0,225.0,,899.0,,17310.0,83125.0,83117.0,447.0,,-271.0,,9406.0,197540.0,187072.0,735.0,,5883.0
2222797133,3739260,Барнаул,,21.0,18277.0,16063.0,542.0,392.0,1563.0,,149.0,25740.0,22807.0,986.0,709.0,203.0,,1909.0,44823.0,39158.0,1134.0,1019.0,2434.0,,1869.0,46508.0,36431.0,1936.0,831.0,7201.0,,2197.0,39754.0,35224.0,802.0,537.0,3049.0,,2812.0,33434.0,30599.0,1364.0,261.0,668.0
7017130554,3242355,Томск,,,,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,,,0.0,3.0,,5244.0,3935.0,,,-742.0,3.0,,32726.0,25700.0,,,2946.0,3.0,,33394.0,25280.0,,,4814.0
278970650,11732792,Уфа,,6051.0,200475.0,133052.0,-145.0,,26446.0,,6957.0,278101.0,250964.0,-1379.0,,21635.0,,1347.0,306452.0,300926.0,-939.0,,4537.0,,,,,,,0.0,,,,,,,,,,,,,,
1327012038,1768698,Саранск,,577.0,489.0,210.0,,0.0,-498.0,,774.0,5598.0,964.0,,713.0,-1277.0,,863.0,27113.0,22665.0,-291.0,,1164.0,,1197.0,74064.0,53915.0,-676.0,,2735.0,,1531.0,61859.0,53827.0,-1606.0,,6796.0,,472.0,123761.0,119537.0,-915.0,,3660.0
7722583467,6530487,Москва,,115.0,43884.0,43424.0,22.0,,89.0,,171.0,44192.0,43081.0,135.0,,536.0,,723.0,50113.0,29537.0,-116.0,,4.0,,1180.0,60914.0,32362.0,-5.0,,5.0,,1681.0,84174.0,80578.0,-1968.0,,44.0,,2100.0,114311.0,103735.0,-1955.0,,2875.0
5215011900,5889706,Дальнеконстантиновский,,29465.0,228765.0,177694.0,-8678.0,682.0,20476.0,,24178.0,238238.0,178713.0,-6958.0,136.0,47845.0,,12108.0,151947.0,141710.0,-4511.0,505.0,2313.0,,19148.0,171920.0,130489.0,-5796.0,474.0,31908.0,,22793.0,134885.0,97070.0,,548.0,17436.0,,22214.0,149439.0,103869.0,,658.0,16358.0
5638028937,3938490,Оренбургский,,2116.0,8579.0,9065.0,0.0,,-5425.0,,3259.0,19528.0,11635.0,-51.0,,205.0,,4410.0,17904.0,9662.0,-64.0,,254.0,,5658.0,15519.0,7462.0,-57.0,,228.0,,6874.0,22135.0,11279.0,-313.0,,1252.0,,3472.0,24121.0,17711.0,-283.0,,1132.0
4028029310,5853822,Грозный,,0.0,102282.0,223084.0,-2675.0,24349.0,21006.0,,,153995.0,182337.0,15043.0,22680.0,-62251.0,,152139.0,231832.0,157855.0,-2070.0,14157.0,2049.0,,177218.0,819472.0,649772.0,-371.0,24644.0,1114.0,,215426.0,1082205.0,947141.0,-416.0,37865.0,953.0,,237804.0,1351625.0,1277475.0,-887.0,13793.0,3412.0
7715500533,2943993,Калуга,,17612.0,412058.0,320338.0,-2163.0,13744.0,8651.0,,30931.0,548810.0,505961.0,-1270.0,6037.0,35055.0,,49332.0,189124.0,162492.0,-473.0,654.0,36891.0,,121003.0,345018.0,328184.0,-929.0,36602.0,3621.0,,282120.0,598616.0,544481.0,-1093.0,48818.0,2969.0,,409627.0,1649917.0,1440372.0,-11961.0,82064.0,74695.0
5951002819,9025659,Октябрьский,,14520.0,243500.0,238200.0,1120.0,0.0,11160.0,,3540.0,358164.0,331837.0,4885.0,0.0,29310.0,,850.0,308848.0,300415.0,486.0,,2917.0,,649.0,123915.0,110318.0,-1546.0,,6185.0,,1850.0,159800.0,152300.0,,,1306.0,,1537.0,138804.0,115005.0,,,11585.0
276146864,7809830,Уфа,,230.0,188545.0,179994.0,-114.0,,179.0,,251.0,279231.0,365580.0,-1818.0,,4305.0,,301.0,147070.0,185589.0,-590.0,,2309.0,,331.0,265818.0,208825.0,-2391.0,,1656.0,,,,,,,,,,,,,,
7838030937,9017341,Санкт-Петербург,,66376.0,2208710.0,1927918.0,-40428.0,0.0,161710.0,,86067.0,1550230.0,1429590.0,-19028.0,3048.0,76112.0,,60279.0,1250187.0,1146101.0,-15524.0,3728.0,62094.0,,61556.0,723077.0,680372.0,-4364.0,4964.0,17456.0,,36049.0,1195999.0,1156799.0,-7225.0,7762.0,13301.0,,16828.0,603457.0,566511.0,-1628.0,9979.0,6313.0
5012026436,3516296,Люберцы,,85281.0,246213.0,171769.0,-843.0,16269.0,118.0,,109534.0,636325.0,527197.0,-9316.0,11169.0,19218.0,,132307.0,464580.0,384739.0,-4346.0,7541.0,12535.0,,72995.0,314571.0,250298.0,-2434.0,7067.0,9930.0,,84351.0,332506.0,266213.0,-2251.0,9060.0,6331.0,,84710.0,277243.0,209357.0,-1884.0,10786.0,4730.0
3812137156,44479,Москва,,3803.0,452956.0,369537.0,-17079.0,,68316.0,,6105.0,852899.0,762801.0,-17779.0,,71118.0,,8763.0,793037.0,735463.0,-11005.0,,44021.0,,12462.0,914472.0,892775.0,-4835.0,,19342.0,,8695.0,692477.0,672191.0,4718.0,,18873.0,,7832.0,684951.0,668969.0,2860.0,,11441.0
1604003020,6730672,Актанышский,,1438.0,134054.0,126062.0,-74.0,,299.0,,2852.0,308135.0,307553.0,-136.0,,446.0,,5075.0,320709.0,320273.0,,,436.0,,11084.0,222560.0,221953.0,,,607.0,,14248.0,222020.0,221236.0,,,784.0,,7972.0,63385.0,62907.0,,,478.0
7728838739,7840316,Санкт-Петербург,,49986.0,6746132.0,6484834.0,-4077.0,0.0,35642.0,,81622.0,3691257.0,3482369.0,-8065.0,3100.0,31078.0,,19719.0,1861615.0,1636762.0,-7505.0,23031.0,29495.0,,20206.0,213937.0,157409.0,-384.0,4943.0,352.0,,26783.0,539662.0,350847.0,-2321.0,31518.0,9962.0,,26168.0,436151.0,210031.0,-1508.0,10440.0,6033.0
5075025996,8511672,Истра,,317.0,121495.0,117175.0,795.0,,2471.0,,39.0,54883.0,54027.0,432.0,,363.0,,72.0,76962.0,75334.0,409.0,,1053.0,,18.0,64657.0,63303.0,303.0,,459.0,,7148.0,68630.0,63439.0,1007.0,,4029.0,,5654.0,101324.0,82258.0,3800.0,,15221.0
6832038511,4675612,Тамбов,,4789.0,74496.0,59745.0,-1948.0,,1865.0,,6393.0,23729.0,15341.0,-595.0,,166.0,,3619.0,32524.0,18915.0,-1018.0,,1710.0,,4345.0,27420.0,17475.0,-2485.0,,65.0,,6563.0,22307.0,14206.0,,,912.0,,5603.0,71562.0,69963.0,,,-48854.0
7720711466,5225058,Москва,,43.0,221493.0,212175.0,951.0,2192.0,3794.0,,65.0,252981.0,245509.0,990.0,396.0,4030.0,,103.0,185914.0,175890.0,559.0,314.0,1922.0,,110.0,306413.0,303381.0,684.0,169.0,2187.0,,173.0,120098.0,116533.0,423.0,341.0,2108.0,,997.0,146621.0,143925.0,281.0,183.0,1806.0
5215001652,1547594,Дальнеконстантиновский,,1493.0,101458.0,83166.0,3088.0,709.0,14579.0,,2395.0,100700.0,72756.0,2537.0,194.0,24634.0,,5085.0,64760.0,61057.0,1890.0,,2515.0,,8226.0,79908.0,69516.0,2017.0,,7771.0,,10682.0,68425.0,58875.0,2461.0,33.0,5766.0,,13809.0,127207.0,89697.0,4308.0,100.0,17585.0
5256071320,1926442,Нижний Новгород,,3525.0,67243.0,18231.0,-1545.0,,5644.0,,5117.0,112960.0,35077.0,-3708.0,,14423.0,,3379.0,82207.0,30668.0,-1751.0,141.0,6595.0,,4594.0,58007.0,26502.0,-423.0,25.0,1361.0,,5809.0,72163.0,60593.0,-2352.0,,8565.0,,7042.0,50511.0,48051.0,,,1382.0
7736540833,6506405,Тарко-Сале,,697609.0,1437036.0,1189462.0,-15663.0,75257.0,2789.0,,409426.0,2763605.0,2672414.0,-7460.0,36853.0,13878.0,,373977.0,1417394.0,1221897.0,-5015.0,48137.0,5758.0,,687143.0,3655363.0,3409505.0,-10995.0,15489.0,31348.0,,550961.0,3874931.0,3683573.0,-16805.0,27865.0,45098.0,,609046.0,1823947.0,1728425.0,-6639.0,12472.0,15248.0
7725632017,3636326,Москва,,9801.0,0.0,185.0,137.0,0.0,1341.0,,10209.0,44033.0,38738.0,-389.0,715.0,-50794.0,,10616.0,277607.0,241045.0,-765.0,1157.0,-17803.0,,11094.0,268608.0,233573.0,-1470.0,45.0,503.0,,12120.0,251122.0,246812.0,-475.0,54.0,1517.0,,1116.0,331861.0,324058.0,-688.0,263.0,1060.0
3661057192,7418064,Воронеж,,35044.0,190710.0,188382.0,1258.0,,338.0,,14691.0,168470.0,168663.0,775.0,,1767.0,,3113.0,177356.0,173419.0,808.0,,3230.0,,6773.0,264381.0,259010.0,1051.0,,4205.0,,841.0,201732.0,190417.0,2059.0,,8237.0,,394.0,255644.0,237308.0,3647.0,,14589.0
6315597960,1082401,Тольятти,,34179.0,374877.0,370576.0,9656.0,500.0,31005.0,,35468.0,488485.0,427115.0,12621.0,,46296.0,,25447.0,256853.0,247742.0,7877.0,,2808.0,,27650.0,168490.0,171420.0,337.0,,838.0,,28673.0,215981.0,211129.0,2582.0,,6747.0,,19305.0,273744.0,257926.0,703.0,,3164.0
7801664648,11023413,Санкт-Петербург,,120.0,13514.0,11881.0,4203.0,0.0,-18573.0,,180.0,273153.0,269635.0,-135.0,2.0,-849.0,,,516425.0,500969.0,-487.0,,1939.0,,,580952.0,575858.0,-419.0,,1673.0,,110.0,315073.0,307869.0,-259.0,,767.0,,,516425.0,500969.0,-487.0,,1939.0
9701193371,11748658,Москва,0.0,6978.0,1055615.0,1047007.0,-1442.0,0.0,5657.0,0.0,4320.0,534828.0,519370.0,-3065.0,0.0,12259.0,,3432.0,142161.0,140161.0,388.0,,1546.0,,,,,,,0.0,,,,,,,,,,,,,,
7826728460,4053828,Москва,0.0,3015.0,533150.0,183252.0,-53488.0,100313.0,180166.0,,3131.0,531941.0,175405.0,-56378.0,80133.0,222245.0,44.0,6075.0,522466.0,161716.0,-56489.0,91403.0,221635.0,50.0,6954.0,518444.0,199661.0,-45148.0,85086.0,177170.0,0.0,1426934.0,507295.0,176286.0,-49629.0,94497.0,198316.0,4.0,1501184.0,517233.0,165218.0,-44930.0,104511.0,179665.0
7813466312,1178809,Санкт-Петербург,,0.0,432.0,2044.0,,,-5042.0,,,2809.0,3643.0,,,-7967.0,,22.0,115908.0,115781.0,2.0,,12.0,,158.0,120923.0,115639.0,1076.0,,3837.0,,649.0,111340.0,110260.0,180.0,,718.0,,1337.0,134288.0,131822.0,440.0,,1762.0
1327030206,10189878,Саранск,,,0.0,431.0,11.0,3148.0,-10139.0,,,6500.0,7585.0,1208.0,3452.0,4265.0,,,45431.0,27409.0,-1990.0,5045.0,10342.0,,,55425.0,54197.0,-1777.0,12605.0,1778.0,,,139234.0,98198.0,2231.0,10913.0,7299.0,,,140746.0,116175.0,2037.0,7413.0,6949.0
7802852725,8399011,Санкт-Петербург,,12922.0,478226.0,422525.0,-1640.0,,3683.0,,1858.0,751590.0,690602.0,-3712.0,,13257.0,,2368.0,202092.0,177163.0,-1934.0,145.0,500.0,,3053.0,188218.0,160144.0,-1217.0,,2229.0,,1796.0,201773.0,179969.0,-1239.0,380.0,689.0,,2368.0,202092.0,177163.0,-1934.0,145.0,500.0
4025453112,10890759,Москва,,19485.0,119688.0,117337.0,636.0,,1909.0,,21669.0,279604.0,273644.0,582.0,,7765.0,,907.0,172870.0,172221.0,372.0,,638.0,,3120.0,152827.0,152935.0,263.0,,605.0,,3244.0,140436.0,140136.0,139.0,,892.0,,223.0,21646.0,19674.0,498.0,,1790.0
7720681980,4270864,Москва,,54386.0,295490.0,229060.0,-3101.0,3507.0,7036.0,,7175.0,209942.0,153805.0,-1306.0,1683.0,1040.0,,9965.0,126950.0,55210.0,-1403.0,237.0,1820.0,,16186.0,96826.0,53463.0,-1262.0,6.0,1960.0,,1445.0,102026.0,71682.0,-1046.0,,1811.0,,8406.0,120282.0,95256.0,-1739.0,,5989.0
7716922376,10801587,Москва,,61014.0,1840615.0,1273495.0,-16635.0,55064.0,58245.0,,86666.0,1041756.0,764823.0,-32777.0,19961.0,92035.0,,110532.0,791225.0,683381.0,-11756.0,16363.0,39141.0,,48510.0,447632.0,421567.0,-3584.0,738.0,19789.0,,11288.0,82535.0,60631.0,-719.0,201.0,2374.0,,6495.0,46471.0,33194.0,-65.0,245.0,268.0
2301089888,9427133,Анапа,,0.0,,0.0,-52.0,,275.0,,,,197.0,,,-289.0,,1276.0,106056.0,88483.0,,,2.0,,9404.0,66645.0,54284.0,,,2784.0,,241.0,13888.0,62368.0,,,-49825.0,,1276.0,106056.0,88483.0,,,2.0
4807004970,1823050,Елец,,2193.0,28459.0,24721.0,1501.0,520.0,1556.0,,1309.0,34153.0,32687.0,1076.0,134.0,1051.0,,1386.0,42081.0,38399.0,1259.0,63.0,1899.0,,2516.0,32299.0,32414.0,1011.0,1.0,2233.0,,3371.0,26265.0,28397.0,878.0,177.0,-593.0,,2996.0,25959.0,21429.0,868.0,177.0,6185.0
5259125609,9879972,Нижний Новгород,,,9450.0,9136.0,-82.0,,328.0,,,30172.0,30009.0,-210.0,,840.0,,,29462.0,29224.0,-39.0,,157.0,,,38725.0,38535.0,-42.0,,170.0,,,25157.0,25456.0,-33.0,,132.0,,,35443.0,35225.0,-28.0,,113.0
5904142625,2415322,Пермь,,10455.0,131443.0,106435.0,-199.0,,1239.0,,12110.0,132052.0,110922.0,,,-7176.0,,16411.0,121984.0,94872.0,-4600.0,0.0,17867.0,,3669.0,154596.0,121390.0,-3280.0,530.0,18976.0,,2616.0,78945.0,66372.0,-370.0,,1525.0,,1079.0,110645.0,82184.0,-1799.0,,7425.0
7810754337,10982411,Санкт-Петербург,,0.0,25209.0,18145.0,,181.0,215.0,,,144860.0,125514.0,,165.0,2305.0,,43.0,108518.0,83832.0,,89.0,10784.0,,94.0,143932.0,130624.0,,12.0,3853.0,,,,,,,,,,,,,,
7714475732,11663710,Москва,,,0.0,363.0,0.0,0.0,-491.0,,,0.0,284.0,0.0,0.0,-2136.0,,,58223.0,56826.0,188.0,339.0,-1573.0,,,122905.0,120802.0,408.0,29.0,1632.0,,,,,,,,,,,,,,
7017357192,8602211,Томск,,22224.0,118877.0,115766.0,1952.0,,6388.0,,17527.0,140945.0,100957.0,2423.0,,38718.0,,8948.0,54921.0,47793.0,1464.0,0.0,6795.0,,5027.0,78898.0,62999.0,1630.0,17.0,14538.0,,4217.0,56818.0,36163.0,578.0,0.0,19765.0,,1382.0,62195.0,53033.0,658.0,226.0,8285.0
3255506335,1982209,Москва,,1041.0,0.0,0.0,0.0,0.0,0.0,,1041.0,120223.0,115098.0,-69.0,305.0,276.0,,1128.0,157330.0,103853.0,0.0,366.0,141.0,,1008.0,399642.0,372626.0,-2104.0,6503.0,9740.0,,,,,,,,,,,,,,
7725266106,9139407,Москва,,6736.0,397291.0,389715.0,678.0,13.0,2306.0,,7194.0,509102.0,484119.0,315.0,3201.0,1276.0,,1126.0,199363.0,197171.0,426.0,119.0,872.0,,88.0,208004.0,205467.0,435.0,,367.0,,,,,,,,,,,,,,
6311170729,10113529,Самара,,107.0,0.0,2299.0,-157.0,,2905.0,,1014.0,473.0,117.0,-45.0,,-2606.0,,2852.0,63860.0,38568.0,810.0,,-4857.0,,9283.0,257212.0,261754.0,4940.0,,-46561.0,,55845.0,753856.0,666088.0,-9530.0,71.0,27262.0,,69830.0,1258433.0,1028477.0,-23601.0,1674.0,82199.0
7536058090,2986239,Чита,,93941.0,100100.0,111475.0,116.0,,-14409.0,,75984.0,121526.0,120281.0,4050.0,,220.0,,46641.0,128646.0,113218.0,3884.0,,10732.0,,30628.0,93752.0,92396.0,2858.0,,-2958.0,,25450.0,85986.0,61924.0,1431.0,,22141.0,,6073.0,39673.0,35917.0,563.0,,795.0
7722678091,1630985,Москва,3.0,2210.0,158305.0,157518.0,,,670.0,8.0,3450.0,150372.0,145723.0,,,3556.0,23.0,3450.0,239364.0,234708.0,-937.0,,3749.0,,,191657.0,189948.0,,,1549.0,,,261458.0,259059.0,,,2094.0,,,190076.0,186639.0,,,3384.0
7751006190,9262743,Москва,,,,0.0,-192.0,,204387.0,,,,385.0,82.0,,-331.0,,,,136.0,30.0,,-118.0,,,,263.0,-220.0,,284124.0,,,954.0,,-118.0,,470.0,,,,,-192.0,,742.0
1646042769,9766749,Елабуга,,7621.0,392487.0,390747.0,326.0,,1305.0,,11891.0,336155.0,333830.0,484.0,,1937.0,,19333.0,200757.0,199250.0,463.0,,1567.0,,15118.0,236557.0,232440.0,741.0,,1486.0,,,,,,,,,,,,,,
5407502349,8972117,Новосибирск,,620.0,960773.0,920796.0,-12192.0,,49259.0,,65.0,1007958.0,963559.0,-7165.0,,30241.0,,333.0,815259.0,772665.0,-3476.0,,10814.0,,2432.0,447335.0,411717.0,-3232.0,,12884.0,,4089.0,327412.0,293174.0,-2380.0,,10671.0,,6811.0,335706.0,295303.0,-3378.0,,13467.0
9702029409,11520543,Москва,,20984.0,462671.0,443919.0,905.0,,17279.0,,34692.0,8878.0,5424.0,16.0,,3153.0,,2191.0,26223.0,25019.0,165.0,,509.0,,3333.0,38164.0,36048.0,274.0,,656.0,,,,,,,,,,,,,,
7714457797,11245628,Москва,,412.0,14859.0,15481.0,45.0,,179.0,,589.0,143586.0,121832.0,1640.0,,9132.0,,739.0,172128.0,60117.0,666.0,,111138.0,,902.0,52149.0,85018.0,1678.0,,-34929.0,,,146338.0,60065.0,1369.0,,81621.0,,,,,,,0.0
8606013309,3873788,Урай,,9069.0,182318.0,169603.0,-1773.0,,1105.0,,9787.0,163697.0,120557.0,-1840.0,,36520.0,,10813.0,211692.0,176964.0,-3021.0,,20792.0,,8089.0,205650.0,153047.0,-1938.0,,46752.0,,9116.0,87690.0,63519.0,-775.0,,16903.0,,10142.0,126798.0,83076.0,-1485.0,,27346.0
7730709480,8616583,Москва,,,22751.0,3613.0,13.0,,-110884.0,,,125548.0,169687.0,7081.0,,-261518.0,0.0,0.0,292746.0,275741.0,3436.0,8956.0,6972.0,,112507.0,624350.0,565919.0,-3721.0,4424.0,4857.0,191.0,123648.0,1937404.0,1798338.0,-26763.0,1872.0,80993.0,30.0,141544.0,1163099.0,1057864.0,-9646.0,1049.0,40310.0
7300000300,11816576,Ульяновск,,10.0,701584.0,701137.0,,,107.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6325036593,2538293,Шигонский,,,,6.0,-93.0,803.0,-426.0,,,,26.0,121.0,796.0,431.0,,0.0,0.0,0.0,262.0,902.0,-1648.0,,,58774.0,70425.0,36503.0,3301.0,-149751.0,,17024.0,216017.0,162371.0,857.0,30739.0,-6059.0,,32014.0,432710.0,301334.0,-5798.0,84317.0,19875.0
7449108098,1671251,Челябинск,,10198.0,133270.0,103926.0,-3777.0,219.0,14488.0,,7557.0,166947.0,142562.0,-2627.0,306.0,10396.0,,5758.0,149130.0,131440.0,-2280.0,318.0,9009.0,,11885.0,97930.0,78437.0,-1879.0,361.0,7352.0,,16694.0,105208.0,92607.0,-2406.0,72.0,9282.0,,7381.0,77714.0,72261.0,-140.0,,475.0
2311251522,10512364,Краснодар,,37454.0,3887270.0,3798414.0,-20440.0,44701.0,83552.0,,30328.0,1543167.0,1487141.0,-6172.0,9193.0,24200.0,,35439.0,157867.0,160790.0,1315.0,694.0,259.0,,694.0,758846.0,766880.0,1644.0,601.0,4431.0,,2908.0,701590.0,701466.0,-1623.0,25.0,5892.0,,3524.0,668204.0,658422.0,-1986.0,,8488.0
6453154497,10494727,Саратов,,1304.0,1934.0,2809.0,0.0,,-875.0,,1990.0,1876.0,1585.0,29.0,,117.0,,2677.0,0.0,2328.0,0.0,,-6307.0,,7926.0,22650.0,21195.0,205.0,,-2151.0,,13797.0,63103.0,57936.0,541.0,,739.0,,15728.0,56714.0,53698.0,737.0,,2129.0
7723882491,8095332,Москва,,1306.0,415331.0,367684.0,-4952.0,,19033.0,,2489.0,344737.0,300708.0,-3520.0,,26900.0,,1306.0,415331.0,367684.0,-4952.0,,19033.0,,2489.0,344737.0,300708.0,-3520.0,,26900.0,,3138.0,183158.0,169350.0,-970.0,,1383.0,,4179.0,304302.0,273317.0,-4747.0,,17947.0
5009122179,11227652,Москва,,,11577.0,11539.0,0.0,,-7703.0,,,94900.0,95282.0,57.0,,228.0,,,130756.0,129941.0,146.0,,582.0,,,,,,,0.0,,,,,,,,,,,,,,
2713017138,5287454,Хабаровск,,45326.0,1183840.0,1143620.0,-662.0,79.0,2651.0,,21480.0,442428.0,406949.0,-1272.0,2299.0,1650.0,,121391.0,277326.0,165821.0,-427.0,125.0,38145.0,,92851.0,471360.0,330376.0,-1499.0,249.0,118958.0,,69442.0,304714.0,238071.0,-232.0,,2839.0,,33958.0,238438.0,195109.0,-222.0,,3236.0
2508125846,9676975,Находка,,37310.0,340598.0,315714.0,4269.0,,13396.0,,57109.0,340511.0,328962.0,2198.0,,8059.0,,43801.0,620346.0,605622.0,1894.0,,7578.0,,15691.0,441441.0,432850.0,698.0,,2790.0,,8169.0,395835.0,388701.0,723.0,,651.0,,8167.0,289267.0,282364.0,669.0,,2675.0
